LAT,LON,PRECTOTCORR,DATE
38.5,-118.125,0.24,2020-06-06
38.5,-117.5,1.12,2020-06-06
38.5,-116.875,2.3,2020-06-06
38.5,-116.25,2.44,2020-06-06
38.5,-115.625,2.08,2020-06-06
38.5,-115.0,1.89,2020-06-06
38.5,-114.375,1.43,2020-06-06
39.0,-119.375,0.08,2020-06-06
39.0,-118.75,0.03,2020-06-06
39.0,-118.125,0.66,2020-06-06
39.0,-117.5,2.4,2020-06-06
39.0,-116.875,4.77,2020-06-06
39.0,-116.25,4.34,2020-06-06
39.0,-115.625,3.53,2020-06-06
39.0,-115.0,3.57,2020-06-06
39.0,-114.375,2.39,2020-06-06
39.5,-119.375,0.14,2020-06-06
39.5,-118.75,0.08,2020-06-06
39.5,-118.125,1.23,2020-06-06
39.5,-117.5,3.23,2020-06-06
39.5,-116.875,5.63,2020-06-06
39.5,-116.25,5.6,2020-06-06
39.5,-115.625,5.38,2020-06-06
39.5,-115.0,5.22,2020-06-06
39.5,-114.375,3.59,2020-06-06
40.0,-119.375,0.05,2020-06-06
40.0,-118.75,0.11,2020-06-06
40.0,-118.125,0.68,2020-06-06
40.0,-117.5,3.11,2020-06-06
40.0,-116.875,4.79,2020-06-06
40.0,-116.25,5.47,2020-06-06
40.0,-115.625,5.74,2020-06-06
40.0,-115.0,5.05,2020-06-06
40.0,-114.375,3.58,2020-06-06
40.5,-119.375,0.1,2020-06-06
40.5,-118.75,0.11,2020-06-06
40.5,-118.125,0.53,2020-06-06
40.5,-117.5,2.07,2020-06-06
40.5,-116.875,3.29,2020-06-06
40.5,-116.25,4.7,2020-06-06
40.5,-115.625,7.19,2020-06-06
40.5,-115.0,6.5,2020-06-06
40.5,-114.375,5.47,2020-06-06
41.0,-119.375,0.26,2020-06-06
41.0,-118.75,0.4,2020-06-06
41.0,-118.125,1.07,2020-06-06
41.0,-117.5,2.94,2020-06-06
41.0,-116.875,3.39,2020-06-06
41.0,-116.25,4.69,2020-06-06
41.0,-115.625,7.94,2020-06-06
41.0,-115.0,8.38,2020-06-06
41.0,-114.375,6.78,2020-06-06
41.5,-119.375,0.83,2020-06-06
41.5,-118.75,0.79,2020-06-06
41.5,-118.125,1.88,2020-06-06
41.5,-117.5,4.28,2020-06-06
41.5,-116.875,6.76,2020-06-06
41.5,-116.25,8.36,2020-06-06
41.5,-115.625,10.12,2020-06-06
41.5,-115.0,10.28,2020-06-06
41.5,-114.375,8.49,2020-06-06
42.0,-119.375,1.24,2020-06-06
42.0,-118.75,0.96,2020-06-06
42.0,-118.125,2.16,2020-06-06
42.0,-117.5,3.85,2020-06-06
42.0,-116.875,6.69,2020-06-06
42.0,-116.25,10.09,2020-06-06
42.0,-115.625,11.08,2020-06-06
42.0,-115.0,9.74,2020-06-06
42.0,-114.375,8.92,2020-06-06
32.5,-124.375,0.01,2020-06-07
32.5,-123.75,0.02,2020-06-07
32.5,-123.125,0.04,2020-06-07
32.5,-122.5,0.05,2020-06-07
32.5,-121.875,0.05,2020-06-07
32.5,-121.25,0.03,2020-06-07
32.5,-120.625,0.03,2020-06-07
32.5,-120.0,0.02,2020-06-07
33.0,-124.375,0.02,2020-06-07
33.0,-123.75,0.03,2020-06-07
33.0,-123.125,0.06,2020-06-07
33.0,-122.5,0.09,2020-06-07
33.0,-121.875,0.07,2020-06-07
33.0,-121.25,0.04,2020-06-07
33.0,-120.625,0.02,2020-06-07
33.0,-120.0,0.01,2020-06-07
33.5,-124.375,0.02,2020-06-07
33.5,-123.75,0.03,2020-06-07
33.5,-123.125,0.05,2020-06-07
33.5,-122.5,0.08,2020-06-07
33.5,-121.875,0.08,2020-06-07
33.5,-121.25,0.03,2020-06-07
33.5,-120.625,0.02,2020-06-07
33.5,-120.0,0.01,2020-06-07
34.0,-124.375,0.01,2020-06-07
34.0,-123.75,0.02,2020-06-07
34.0,-123.125,0.04,2020-06-07
34.0,-122.5,0.05,2020-06-07
34.0,-121.875,0.04,2020-06-07
34.0,-121.25,0.02,2020-06-07
34.0,-120.625,0.02,2020-06-07
34.0,-120.0,0.01,2020-06-07
34.5,-124.375,0.01,2020-06-07
34.5,-123.75,0.01,2020-06-07
34.5,-123.125,0.02,2020-06-07
34.5,-122.5,0.03,2020-06-07
34.5,-121.875,0.05,2020-06-07
34.5,-121.25,0.01,2020-06-07
34.5,-120.625,0.01,2020-06-07
34.5,-120.0,0.01,2020-06-07
35.0,-124.375,0.01,2020-06-07
35.0,-123.75,0.01,2020-06-07
35.0,-123.125,0.01,2020-06-07
35.0,-122.5,0.02,2020-06-07
35.0,-121.875,0.01,2020-06-07
35.0,-121.25,0.0,2020-06-07
35.0,-120.625,0.0,2020-06-07
35.0,-120.0,0.0,2020-06-07
35.5,-124.375,0.01,2020-06-07
35.5,-123.75,0.01,2020-06-07
35.5,-123.125,0.01,2020-06-07
35.5,-122.5,0.01,2020-06-07
35.5,-121.875,0.0,2020-06-07
35.5,-121.25,0.0,2020-06-07
35.5,-120.625,0.0,2020-06-07
35.5,-120.0,0.0,2020-06-07
36.0,-124.375,0.01,2020-06-07
36.0,-123.75,0.01,2020-06-07
36.0,-123.125,0.01,2020-06-07
36.0,-122.5,0.01,2020-06-07
36.0,-121.875,0.0,2020-06-07
36.0,-121.25,0.01,2020-06-07
36.0,-120.625,0.0,2020-06-07
36.0,-120.0,0.0,2020-06-07
36.5,-124.375,0.01,2020-06-07
36.5,-123.75,0.01,2020-06-07
36.5,-123.125,0.0,2020-06-07
36.5,-122.5,0.0,2020-06-07
36.5,-121.875,0.01,2020-06-07
36.5,-121.25,0.0,2020-06-07
36.5,-120.625,0.0,2020-06-07
36.5,-120.0,0.0,2020-06-07
37.0,-124.375,0.02,2020-06-07
37.0,-123.75,0.01,2020-06-07
37.0,-123.125,0.0,2020-06-07
37.0,-122.5,0.0,2020-06-07
37.0,-121.875,0.0,2020-06-07
37.0,-121.25,0.0,2020-06-07
37.0,-120.625,0.0,2020-06-07
37.0,-120.0,0.0,2020-06-07
37.5,-124.375,0.05,2020-06-07
37.5,-123.75,0.02,2020-06-07
37.5,-123.125,0.01,2020-06-07
37.5,-122.5,0.0,2020-06-07
37.5,-121.875,0.0,2020-06-07
37.5,-121.25,0.0,2020-06-07
37.5,-120.625,0.01,2020-06-07
37.5,-120.0,0.01,2020-06-07
38.0,-124.375,0.06,2020-06-07
38.0,-123.75,0.04,2020-06-07
38.0,-123.125,0.01,2020-06-07
38.0,-122.5,0.0,2020-06-07
38.0,-121.875,0.0,2020-06-07
38.0,-121.25,0.0,2020-06-07
38.0,-120.625,0.08,2020-06-07
38.0,-120.0,0.12,2020-06-07
38.5,-124.375,0.08,2020-06-07
38.5,-123.75,0.06,2020-06-07
38.5,-123.125,0.02,2020-06-07
38.5,-122.5,0.0,2020-06-07
38.5,-121.875,0.0,2020-06-07
38.5,-121.25,0.03,2020-06-07
38.5,-120.625,0.29,2020-06-07
38.5,-120.0,0.41,2020-06-07
39.0,-124.375,0.16,2020-06-07
39.0,-123.75,0.27,2020-06-07
39.0,-123.125,0.09,2020-06-07
39.0,-122.5,0.01,2020-06-07
39.0,-121.875,0.01,2020-06-07
39.0,-121.25,0.17,2020-06-07
39.0,-120.625,0.92,2020-06-07
39.0,-120.0,0.98,2020-06-07
39.5,-124.375,0.42,2020-06-07
39.5,-123.75,0.89,2020-06-07
39.5,-123.125,0.34,2020-06-07
39.5,-122.5,0.09,2020-06-07
39.5,-121.875,0.06,2020-06-07
39.5,-121.25,0.51,2020-06-07
39.5,-120.625,2.02,2020-06-07
39.5,-120.0,2.2,2020-06-07
40.0,-124.375,1.12,2020-06-07
40.0,-123.75,2.25,2020-06-07
40.0,-123.125,1.05,2020-06-07
40.0,-122.5,0.24,2020-06-07
40.0,-121.875,0.4,2020-06-07
40.0,-121.25,1.42,2020-06-07
40.0,-120.625,3.79,2020-06-07
40.0,-120.0,4.35,2020-06-07
40.5,-124.375,2.01,2020-06-07
40.5,-123.75,4.07,2020-06-07
40.5,-123.125,2.17,2020-06-07
40.5,-122.5,1.13,2020-06-07
40.5,-121.875,1.28,2020-06-07
40.5,-121.25,2.67,2020-06-07
40.5,-120.625,5.09,2020-06-07
40.5,-120.0,5.76,2020-06-07
41.0,-124.375,2.6,2020-06-07
41.0,-123.75,5.21,2020-06-07
41.0,-123.125,4.17,2020-06-07
41.0,-122.5,2.04,2020-06-07
41.0,-121.875,1.82,2020-06-07
41.0,-121.25,4.38,2020-06-07
41.0,-120.625,6.26,2020-06-07
41.0,-120.0,5.1,2020-06-07
41.5,-124.375,3.42,2020-06-07
41.5,-123.75,7.84,2020-06-07
41.5,-123.125,7.37,2020-06-07
41.5,-122.5,3.98,2020-06-07
41.5,-121.875,4.38,2020-06-07
41.5,-121.25,4.97,2020-06-07
41.5,-120.625,7.49,2020-06-07
41.5,-120.0,6.19,2020-06-07
42.0,-124.375,4.31,2020-06-07
42.0,-123.75,9.22,2020-06-07
42.0,-123.125,10.8,2020-06-07
42.0,-122.5,8.33,2020-06-07
42.0,-121.875,8.61,2020-06-07
42.0,-121.25,5.69,2020-06-07
42.0,-120.625,7.24,2020-06-07
42.0,-120.0,6.23,2020-06-07
32.5,-119.375,0.01,2020-06-07
32.5,-118.75,0.01,2020-06-07
32.5,-118.125,0.02,2020-06-07
32.5,-117.5,0.1,2020-06-07
32.5,-116.875,0.18,2020-06-07
32.5,-116.25,0.04,2020-06-07
32.5,-115.625,0.0,2020-06-07
32.5,-115.0,0.0,2020-06-07
32.5,-114.375,0.0,2020-06-07
33.0,-119.375,0.0,2020-06-07
33.0,-118.75,0.01,2020-06-07
33.0,-118.125,0.03,2020-06-07
33.0,-117.5,0.16,2020-06-07
33.0,-116.875,0.32,2020-06-07
33.0,-116.25,0.1,2020-06-07
33.0,-115.625,0.0,2020-06-07
33.0,-115.0,0.0,2020-06-07
33.0,-114.375,0.0,2020-06-07
33.5,-119.375,0.0,2020-06-07
33.5,-118.75,0.0,2020-06-07
33.5,-118.125,0.04,2020-06-07
33.5,-117.5,0.16,2020-06-07
33.5,-116.875,0.27,2020-06-07
33.5,-116.25,0.09,2020-06-07
33.5,-115.625,0.0,2020-06-07
33.5,-115.0,0.0,2020-06-07
33.5,-114.375,0.0,2020-06-07
34.0,-119.375,0.0,2020-06-07
34.0,-118.75,0.01,2020-06-07
34.0,-118.125,0.04,2020-06-07
34.0,-117.5,0.06,2020-06-07
34.0,-116.875,0.04,2020-06-07
34.0,-116.25,0.01,2020-06-07
34.0,-115.625,0.0,2020-06-07
34.0,-115.0,0.0,2020-06-07
34.0,-114.375,0.0,2020-06-07
34.5,-119.375,0.01,2020-06-07
34.5,-118.75,0.01,2020-06-07
34.5,-118.125,0.02,2020-06-07
34.5,-117.5,0.02,2020-06-07
34.5,-116.875,0.01,2020-06-07
34.5,-116.25,0.0,2020-06-07
34.5,-115.625,0.0,2020-06-07
34.5,-115.0,0.0,2020-06-07
34.5,-114.375,0.0,2020-06-07
35.0,-119.375,0.0,2020-06-07
35.0,-118.75,0.0,2020-06-07
35.0,-118.125,0.0,2020-06-07
35.0,-117.5,0.0,2020-06-07
35.0,-116.875,0.0,2020-06-07
35.0,-116.25,0.0,2020-06-07
35.0,-115.625,0.0,2020-06-07
35.0,-115.0,0.0,2020-06-07
35.0,-114.375,0.0,2020-06-07
35.5,-119.375,0.0,2020-06-07
35.5,-118.75,0.0,2020-06-07
35.5,-118.125,0.0,2020-06-07
35.5,-117.5,0.0,2020-06-07
35.5,-116.875,0.0,2020-06-07
35.5,-116.25,0.0,2020-06-07
35.5,-115.625,0.0,2020-06-07
35.5,-115.0,0.0,2020-06-07
35.5,-114.375,0.0,2020-06-07
36.0,-119.375,0.0,2020-06-07
36.0,-118.75,0.0,2020-06-07
36.0,-118.125,0.0,2020-06-07
36.0,-117.5,0.0,2020-06-07
36.0,-116.875,0.0,2020-06-07
36.0,-116.25,0.0,2020-06-07
36.0,-115.625,0.0,2020-06-07
36.0,-115.0,0.0,2020-06-07
36.0,-114.375,0.0,2020-06-07
36.5,-119.375,0.0,2020-06-07
36.5,-118.75,0.0,2020-06-07
36.5,-118.125,0.0,2020-06-07
36.5,-117.5,0.0,2020-06-07
36.5,-116.875,0.0,2020-06-07
36.5,-116.25,0.0,2020-06-07
36.5,-115.625,0.0,2020-06-07
36.5,-115.0,0.0,2020-06-07
36.5,-114.375,0.0,2020-06-07
37.0,-119.375,0.0,2020-06-07
37.0,-118.75,0.0,2020-06-07
37.0,-118.125,0.0,2020-06-07
37.0,-117.5,0.0,2020-06-07
37.0,-116.875,0.0,2020-06-07
37.0,-116.25,0.02,2020-06-07
37.0,-115.625,0.11,2020-06-07
37.0,-115.0,0.04,2020-06-07
37.0,-114.375,0.03,2020-06-07
37.5,-119.375,0.01,2020-06-07
37.5,-118.75,0.01,2020-06-07
37.5,-118.125,0.0,2020-06-07
37.5,-117.5,0.0,2020-06-07
37.5,-116.875,0.0,2020-06-07
37.5,-116.25,0.04,2020-06-07
37.5,-115.625,0.42,2020-06-07
37.5,-115.0,0.24,2020-06-07
37.5,-114.375,0.55,2020-06-07
38.0,-119.375,0.03,2020-06-07
38.0,-118.75,0.04,2020-06-07
38.0,-118.125,0.0,2020-06-07
38.0,-117.5,0.01,2020-06-07
38.0,-116.875,0.0,2020-06-07
38.0,-116.25,0.04,2020-06-07
38.0,-115.625,0.67,2020-06-07
38.0,-115.0,0.74,2020-06-07
38.0,-114.375,1.88,2020-06-07
38.5,-119.375,0.08,2020-06-07
38.5,-118.75,0.05,2020-06-07
38.5,-118.125,0.01,2020-06-07
38.5,-117.5,0.05,2020-06-07
38.5,-116.875,0.05,2020-06-07
38.5,-116.25,0.03,2020-06-07
38.5,-115.625,0.45,2020-06-07
38.5,-115.0,1.32,2020-06-07
38.5,-114.375,3.24,2020-06-07
39.0,-119.375,0.22,2020-06-07
39.0,-118.75,0.32,2020-06-07
39.0,-118.125,0.04,2020-06-07
39.0,-117.5,0.16,2020-06-07
39.0,-116.875,0.18,2020-06-07
39.0,-116.25,0.06,2020-06-07
39.0,-115.625,0.08,2020-06-07
39.0,-115.0,1.21,2020-06-07
39.0,-114.375,3.51,2020-06-07
39.5,-119.375,0.81,2020-06-07
39.5,-118.75,0.63,2020-06-07
39.5,-118.125,0.22,2020-06-07
39.5,-117.5,0.61,2020-06-07
39.5,-116.875,0.82,2020-06-07
39.5,-116.25,0.7,2020-06-07
39.5,-115.625,0.39,2020-06-07
39.5,-115.0,0.62,2020-06-07
39.5,-114.375,2.04,2020-06-07
40.0,-119.375,2.03,2020-06-07
40.0,-118.75,1.79,2020-06-07
40.0,-118.125,1.77,2020-06-07
40.0,-117.5,1.88,2020-06-07
40.0,-116.875,2.39,2020-06-07
40.0,-116.25,2.61,2020-06-07
40.0,-115.625,2.63,2020-06-07
40.0,-115.0,2.72,2020-06-07
40.0,-114.375,0.97,2020-06-07
40.5,-119.375,3.3,2020-06-07
40.5,-118.75,2.85,2020-06-07
40.5,-118.125,3.34,2020-06-07
40.5,-117.5,3.72,2020-06-07
40.5,-116.875,3.7,2020-06-07
40.5,-116.25,3.98,2020-06-07
40.5,-115.625,4.51,2020-06-07
40.5,-115.0,4.7,2020-06-07
40.5,-114.375,3.1,2020-06-07
41.0,-119.375,3.4,2020-06-07
41.0,-118.75,3.18,2020-06-07
41.0,-118.125,5.11,2020-06-07
41.0,-117.5,6.51,2020-06-07
41.0,-116.875,4.88,2020-06-07
41.0,-116.25,5.01,2020-06-07
41.0,-115.625,5.08,2020-06-07
41.0,-115.0,5.33,2020-06-07
41.0,-114.375,2.91,2020-06-07
41.5,-119.375,3.42,2020-06-07
41.5,-118.75,3.25,2020-06-07
41.5,-118.125,7.3,2020-06-07
41.5,-117.5,9.11,2020-06-07
41.5,-116.875,7.3,2020-06-07
41.5,-116.25,7.67,2020-06-07
41.5,-115.625,7.63,2020-06-07
41.5,-115.0,6.71,2020-06-07
41.5,-114.375,4.8,2020-06-07
42.0,-119.375,5.11,2020-06-07
42.0,-118.75,4.97,2020-06-07
42.0,-118.125,8.08,2020-06-07
42.0,-117.5,9.7,2020-06-07
42.0,-116.875,8.6,2020-06-07
42.0,-116.25,9.62,2020-06-07
42.0,-115.625,10.24,2020-06-07
42.0,-115.0,8.97,2020-06-07
42.0,-114.375,7.8,2020-06-07
32.5,-124.375,0.0,2020-06-08
32.5,-123.75,0.0,2020-06-08
32.5,-123.125,0.0,2020-06-08
32.5,-122.5,0.0,2020-06-08
32.5,-121.875,0.0,2020-06-08
32.5,-121.25,0.0,2020-06-08
32.5,-120.625,0.0,2020-06-08
32.5,-120.0,0.0,2020-06-08
33.0,-124.375,0.0,2020-06-08
33.0,-123.75,0.0,2020-06-08
33.0,-123.125,0.0,2020-06-08
33.0,-122.5,0.0,2020-06-08
33.0,-121.875,0.0,2020-06-08
33.0,-121.25,0.0,2020-06-08
33.0,-120.625,0.0,2020-06-08
33.0,-120.0,0.0,2020-06-08
33.5,-124.375,0.0,2020-06-08
33.5,-123.75,0.0,2020-06-08
33.5,-123.125,0.0,2020-06-08
33.5,-122.5,0.0,2020-06-08
33.5,-121.875,0.0,2020-06-08
33.5,-121.25,0.0,2020-06-08
33.5,-120.625,0.0,2020-06-08
33.5,-120.0,0.0,2020-06-08
34.0,-124.375,0.0,2020-06-08
34.0,-123.75,0.0,2020-06-08
34.0,-123.125,0.0,2020-06-08
34.0,-122.5,0.0,2020-06-08
34.0,-121.875,0.0,2020-06-08
34.0,-121.25,0.0,2020-06-08
34.0,-120.625,0.0,2020-06-08
34.0,-120.0,0.0,2020-06-08
34.5,-124.375,0.0,2020-06-08
34.5,-123.75,0.0,2020-06-08
34.5,-123.125,0.0,2020-06-08
34.5,-122.5,0.0,2020-06-08
34.5,-121.875,0.0,2020-06-08
34.5,-121.25,0.0,2020-06-08
34.5,-120.625,0.0,2020-06-08
34.5,-120.0,0.0,2020-06-08
35.0,-124.375,0.0,2020-06-08
35.0,-123.75,0.0,2020-06-08
35.0,-123.125,0.0,2020-06-08
35.0,-122.5,0.0,2020-06-08
35.0,-121.875,0.0,2020-06-08
35.0,-121.25,0.0,2020-06-08
35.0,-120.625,0.0,2020-06-08
35.0,-120.0,0.0,2020-06-08
35.5,-124.375,0.0,2020-06-08
35.5,-123.75,0.0,2020-06-08
35.5,-123.125,0.0,2020-06-08
35.5,-122.5,0.0,2020-06-08
35.5,-121.875,0.0,2020-06-08
35.5,-121.25,0.0,2020-06-08
35.5,-120.625,0.0,2020-06-08
35.5,-120.0,0.0,2020-06-08
36.0,-124.375,0.0,2020-06-08
36.0,-123.75,0.0,2020-06-08
36.0,-123.125,0.0,2020-06-08
36.0,-122.5,0.0,2020-06-08
36.0,-121.875,0.0,2020-06-08
36.0,-121.25,0.01,2020-06-08
36.0,-120.625,0.0,2020-06-08
36.0,-120.0,0.0,2020-06-08
36.5,-124.375,0.0,2020-06-08
36.5,-123.75,0.0,2020-06-08
36.5,-123.125,0.0,2020-06-08
36.5,-122.5,0.0,2020-06-08
36.5,-121.875,0.01,2020-06-08
36.5,-121.25,0.0,2020-06-08
36.5,-120.625,0.0,2020-06-08
36.5,-120.0,0.0,2020-06-08
37.0,-124.375,0.0,2020-06-08
37.0,-123.75,0.0,2020-06-08
37.0,-123.125,0.0,2020-06-08
37.0,-122.5,0.0,2020-06-08
37.0,-121.875,0.0,2020-06-08
37.0,-121.25,0.0,2020-06-08
37.0,-120.625,0.0,2020-06-08
37.0,-120.0,0.0,2020-06-08
37.5,-124.375,0.0,2020-06-08
37.5,-123.75,0.0,2020-06-08
37.5,-123.125,0.0,2020-06-08
37.5,-122.5,0.0,2020-06-08
37.5,-121.875,0.0,2020-06-08
37.5,-121.25,0.0,2020-06-08
37.5,-120.625,0.0,2020-06-08
37.5,-120.0,0.01,2020-06-08
38.0,-124.375,0.0,2020-06-08
38.0,-123.75,0.0,2020-06-08
38.0,-123.125,0.0,2020-06-08
38.0,-122.5,0.0,2020-06-08
38.0,-121.875,0.0,2020-06-08
38.0,-121.25,0.0,2020-06-08
38.0,-120.625,0.0,2020-06-08
38.0,-120.0,0.16,2020-06-08
38.5,-124.375,0.0,2020-06-08
38.5,-123.75,0.0,2020-06-08
38.5,-123.125,0.0,2020-06-08
38.5,-122.5,0.0,2020-06-08
38.5,-121.875,0.0,2020-06-08
38.5,-121.25,0.0,2020-06-08
38.5,-120.625,0.01,2020-06-08
38.5,-120.0,0.1,2020-06-08
39.0,-124.375,0.0,2020-06-08
39.0,-123.75,0.0,2020-06-08
39.0,-123.125,0.0,2020-06-08
39.0,-122.5,0.0,2020-06-08
39.0,-121.875,0.0,2020-06-08
39.0,-121.25,0.0,2020-06-08
39.0,-120.625,0.05,2020-06-08
39.0,-120.0,0.15,2020-06-08
39.5,-124.375,0.01,2020-06-08
39.5,-123.75,0.01,2020-06-08
39.5,-123.125,0.0,2020-06-08
39.5,-122.5,0.0,2020-06-08
39.5,-121.875,0.0,2020-06-08
39.5,-121.25,0.03,2020-06-08
39.5,-120.625,0.17,2020-06-08
39.5,-120.0,0.44,2020-06-08
40.0,-124.375,0.01,2020-06-08
40.0,-123.75,0.04,2020-06-08
40.0,-123.125,0.03,2020-06-08
40.0,-122.5,0.0,2020-06-08
40.0,-121.875,0.01,2020-06-08
40.0,-121.25,0.18,2020-06-08
40.0,-120.625,0.62,2020-06-08
40.0,-120.0,0.84,2020-06-08
40.5,-124.375,0.03,2020-06-08
40.5,-123.75,0.1,2020-06-08
40.5,-123.125,0.1,2020-06-08
40.5,-122.5,0.05,2020-06-08
40.5,-121.875,0.07,2020-06-08
40.5,-121.25,0.37,2020-06-08
40.5,-120.625,0.84,2020-06-08
40.5,-120.0,0.68,2020-06-08
41.0,-124.375,0.02,2020-06-08
41.0,-123.75,0.12,2020-06-08
41.0,-123.125,0.28,2020-06-08
41.0,-122.5,0.18,2020-06-08
41.0,-121.875,0.27,2020-06-08
41.0,-121.25,0.4,2020-06-08
41.0,-120.625,0.75,2020-06-08
41.0,-120.0,0.44,2020-06-08
41.5,-124.375,0.03,2020-06-08
41.5,-123.75,0.22,2020-06-08
41.5,-123.125,0.6,2020-06-08
41.5,-122.5,0.56,2020-06-08
41.5,-121.875,0.67,2020-06-08
41.5,-121.25,0.38,2020-06-08
41.5,-120.625,0.56,2020-06-08
41.5,-120.0,0.46,2020-06-08
42.0,-124.375,0.1,2020-06-08
42.0,-123.75,0.47,2020-06-08
42.0,-123.125,1.3,2020-06-08
42.0,-122.5,1.27,2020-06-08
42.0,-121.875,1.36,2020-06-08
42.0,-121.25,0.55,2020-06-08
42.0,-120.625,0.42,2020-06-08
42.0,-120.0,0.39,2020-06-08
32.5,-119.375,0.0,2020-06-08
32.5,-118.75,0.0,2020-06-08
32.5,-118.125,0.0,2020-06-08
32.5,-117.5,0.0,2020-06-08
32.5,-116.875,0.0,2020-06-08
32.5,-116.25,0.0,2020-06-08
32.5,-115.625,0.0,2020-06-08
32.5,-115.0,0.0,2020-06-08
32.5,-114.375,0.0,2020-06-08
33.0,-119.375,0.0,2020-06-08
33.0,-118.75,0.0,2020-06-08
33.0,-118.125,0.0,2020-06-08
33.0,-117.5,0.0,2020-06-08
33.0,-116.875,0.0,2020-06-08
33.0,-116.25,0.0,2020-06-08
33.0,-115.625,0.0,2020-06-08
33.0,-115.0,0.0,2020-06-08
33.0,-114.375,0.0,2020-06-08
33.5,-119.375,0.0,2020-06-08
33.5,-118.75,0.0,2020-06-08
33.5,-118.125,0.0,2020-06-08
33.5,-117.5,0.0,2020-06-08
33.5,-116.875,0.0,2020-06-08
33.5,-116.25,0.0,2020-06-08
33.5,-115.625,0.0,2020-06-08
33.5,-115.0,0.0,2020-06-08
33.5,-114.375,0.0,2020-06-08
34.0,-119.375,0.0,2020-06-08
34.0,-118.75,0.0,2020-06-08
34.0,-118.125,0.0,2020-06-08
34.0,-117.5,0.0,2020-06-08
34.0,-116.875,0.0,2020-06-08
34.0,-116.25,0.0,2020-06-08
34.0,-115.625,0.0,2020-06-08
34.0,-115.0,0.0,2020-06-08
34.0,-114.375,0.0,2020-06-08
34.5,-119.375,0.0,2020-06-08
34.5,-118.75,0.0,2020-06-08
34.5,-118.125,0.0,2020-06-08
34.5,-117.5,0.0,2020-06-08
34.5,-116.875,0.0,2020-06-08
34.5,-116.25,0.0,2020-06-08
34.5,-115.625,0.0,2020-06-08
34.5,-115.0,0.0,2020-06-08
34.5,-114.375,0.0,2020-06-08
35.0,-119.375,0.0,2020-06-08
35.0,-118.75,0.0,2020-06-08
35.0,-118.125,0.0,2020-06-08
35.0,-117.5,0.0,2020-06-08
35.0,-116.875,0.0,2020-06-08
35.0,-116.25,0.0,2020-06-08
35.0,-115.625,0.0,2020-06-08
35.0,-115.0,0.0,2020-06-08
35.0,-114.375,0.0,2020-06-08
35.5,-119.375,0.0,2020-06-08
35.5,-118.75,0.0,2020-06-08
35.5,-118.125,0.0,2020-06-08
35.5,-117.5,0.0,2020-06-08
35.5,-116.875,0.0,2020-06-08
35.5,-116.25,0.0,2020-06-08
35.5,-115.625,0.0,2020-06-08
35.5,-115.0,0.0,2020-06-08
35.5,-114.375,0.0,2020-06-08
36.0,-119.375,0.0,2020-06-08
36.0,-118.75,0.0,2020-06-08
36.0,-118.125,0.0,2020-06-08
36.0,-117.5,0.0,2020-06-08
36.0,-116.875,0.0,2020-06-08
36.0,-116.25,0.0,2020-06-08
36.0,-115.625,0.0,2020-06-08
36.0,-115.0,0.0,2020-06-08
36.0,-114.375,0.0,2020-06-08
36.5,-119.375,0.0,2020-06-08
36.5,-118.75,0.0,2020-06-08
36.5,-118.125,0.0,2020-06-08
36.5,-117.5,0.0,2020-06-08
36.5,-116.875,0.0,2020-06-08
36.5,-116.25,0.0,2020-06-08
36.5,-115.625,0.0,2020-06-08
36.5,-115.0,0.0,2020-06-08
36.5,-114.375,0.0,2020-06-08
37.0,-119.375,0.0,2020-06-08
37.0,-118.75,0.0,2020-06-08
37.0,-118.125,0.0,2020-06-08
37.0,-117.5,0.0,2020-06-08
37.0,-116.875,0.0,2020-06-08
37.0,-116.25,0.0,2020-06-08
37.0,-115.625,0.0,2020-06-08
37.0,-115.0,0.0,2020-06-08
37.0,-114.375,0.0,2020-06-08
37.5,-119.375,0.01,2020-06-08
37.5,-118.75,0.07,2020-06-08
37.5,-118.125,0.0,2020-06-08
37.5,-117.5,0.0,2020-06-08
37.5,-116.875,0.0,2020-06-08
37.5,-116.25,0.0,2020-06-08
37.5,-115.625,0.0,2020-06-08
37.5,-115.0,0.0,2020-06-08
37.5,-114.375,0.0,2020-06-08
38.0,-119.375,0.31,2020-06-08
38.0,-118.75,0.09,2020-06-08
38.0,-118.125,0.0,2020-06-08
38.0,-117.5,0.0,2020-06-08
38.0,-116.875,0.0,2020-06-08
38.0,-116.25,0.0,2020-06-08
38.0,-115.625,0.0,2020-06-08
38.0,-115.0,0.0,2020-06-08
38.0,-114.375,0.02,2020-06-08
38.5,-119.375,0.08,2020-06-08
38.5,-118.75,0.03,2020-06-08
38.5,-118.125,0.0,2020-06-08
38.5,-117.5,0.0,2020-06-08
38.5,-116.875,0.0,2020-06-08
38.5,-116.25,0.0,2020-06-08
38.5,-115.625,0.0,2020-06-08
38.5,-115.0,0.01,2020-06-08
38.5,-114.375,0.1,2020-06-08
39.0,-119.375,0.07,2020-06-08
39.0,-118.75,0.04,2020-06-08
39.0,-118.125,0.0,2020-06-08
39.0,-117.5,0.01,2020-06-08
39.0,-116.875,0.01,2020-06-08
39.0,-116.25,0.01,2020-06-08
39.0,-115.625,0.0,2020-06-08
39.0,-115.0,0.05,2020-06-08
39.0,-114.375,0.25,2020-06-08
39.5,-119.375,0.22,2020-06-08
39.5,-118.75,0.47,2020-06-08
