LAT,LON,PRECTOTCORR,PS,RH2M,T2M,WS10M,DATE
32.5,-120.625,0.17,101.53,95.69,16.09,5.4,2023-07-24
32.5,-120.0,0.15,101.5,96.2,16.35,3.91,2023-07-24
33.0,-124.375,0.0,101.92,94.39,16.66,8.8,2023-07-24
33.0,-123.75,0.0,101.85,94.01,16.43,9.2,2023-07-24
33.0,-123.125,0.0,101.78,92.31,16.55,9.47,2023-07-24
33.0,-122.5,0.0,101.7,92.27,16.52,9.26,2023-07-24
33.0,-121.875,0.01,101.63,94.38,16.07,8.47,2023-07-24
33.0,-121.25,0.04,101.57,95.1,15.97,7.2,2023-07-24
33.0,-120.625,0.07,101.53,95.8,15.93,5.43,2023-07-24
33.0,-120.0,0.06,101.5,96.33,16.48,3.7,2023-07-24
33.5,-124.375,0.01,101.93,94.99,16.52,9.09,2023-07-24
33.5,-123.75,0.02,101.86,95.15,16.18,9.31,2023-07-24
33.5,-123.125,0.0,101.78,93.39,16.31,9.62,2023-07-24
33.5,-122.5,0.01,101.7,92.99,16.3,9.46,2023-07-24
33.5,-121.875,0.01,101.64,94.73,15.83,8.71,2023-07-24
33.5,-121.25,0.03,101.57,95.47,15.74,7.33,2023-07-24
33.5,-120.625,0.05,101.5,95.42,15.98,5.5,2023-07-24
33.5,-120.0,0.02,101.46,94.11,17.17,3.51,2023-07-24
34.0,-124.375,0.04,101.94,96.35,16.24,9.06,2023-07-24
34.0,-123.75,0.05,101.87,96.14,15.95,9.3,2023-07-24
34.0,-123.125,0.02,101.79,94.73,16.02,9.58,2023-07-24
34.0,-122.5,0.01,101.7,94.15,16.0,9.73,2023-07-24
34.0,-121.875,0.01,101.63,94.15,15.79,9.27,2023-07-24
34.0,-121.25,0.03,101.56,95.49,15.49,7.45,2023-07-24
34.0,-120.625,0.05,101.4,93.78,16.13,5.04,2023-07-24
34.0,-120.0,0.02,100.94,84.43,18.75,2.29,2023-07-24
34.5,-124.375,0.07,101.94,97.51,15.92,8.4,2023-07-24
34.5,-123.75,0.1,101.87,96.72,15.75,8.92,2023-07-24
34.5,-123.125,0.04,101.8,95.82,15.71,9.2,2023-07-24
34.5,-122.5,0.02,101.72,95.72,15.54,9.43,2023-07-24
34.5,-121.875,0.03,101.63,95.79,15.42,9.42,2023-07-24
34.5,-121.25,0.02,101.55,95.52,15.23,7.45,2023-07-24
34.5,-120.625,0.03,100.68,76.57,18.18,3.88,2023-07-24
34.5,-120.0,0.01,97.89,55.66,22.72,1.4,2023-07-24
35.0,-124.375,0.04,101.95,97.06,16.02,8.39,2023-07-24
35.0,-123.75,0.02,101.88,96.29,15.74,8.68,2023-07-24
35.0,-123.125,0.02,101.8,95.68,15.66,8.95,2023-07-24
35.0,-122.5,0.01,101.72,96.09,15.19,9.11,2023-07-24
35.0,-121.875,0.02,101.62,96.36,15.03,9.55,2023-07-24
35.0,-121.25,0.0,101.44,92.12,15.36,6.13,2023-07-24
35.0,-120.625,0.01,99.28,58.5,20.34,1.93,2023-07-24
35.0,-120.0,0.0,94.43,30.5,28.23,1.99,2023-07-24
35.5,-124.375,0.01,101.95,96.81,16.09,8.52,2023-07-24
35.5,-123.75,0.0,101.88,95.55,15.87,8.82,2023-07-24
35.5,-123.125,0.0,101.81,95.41,15.62,8.7,2023-07-24
35.5,-122.5,0.0,101.73,96.59,14.88,8.86,2023-07-24
35.5,-121.875,0.0,101.57,94.08,14.74,8.84,2023-07-24
35.5,-121.25,0.0,100.5,70.37,17.8,3.12,2023-07-24
35.5,-120.625,0.0,97.68,45.04,23.54,2.02,2023-07-24
35.5,-120.0,0.0,96.91,26.46,29.25,3.75,2023-07-24
36.0,-124.375,0.0,101.94,97.19,15.83,8.45,2023-07-24
36.0,-123.75,0.0,101.87,96.25,15.61,8.66,2023-07-24
36.0,-123.125,0.0,101.81,96.25,15.27,8.2,2023-07-24
36.0,-122.5,0.0,101.75,97.15,14.41,7.47,2023-07-24
36.0,-121.875,0.0,100.54,88.04,14.68,6.09,2023-07-24
36.0,-121.25,0.0,97.12,38.03,23.73,3.78,2023-07-24
36.0,-120.625,0.0,96.62,22.31,28.69,2.43,2023-07-24
36.0,-120.0,0.0,98.76,20.4,31.3,4.08,2023-07-24
36.5,-124.375,0.01,101.93,97.68,15.16,8.22,2023-07-24
36.5,-123.75,0.01,101.86,97.23,15.06,8.42,2023-07-24
36.5,-123.125,0.0,101.79,97.35,14.64,7.76,2023-07-24
36.5,-122.5,0.0,101.74,97.08,13.85,6.27,2023-07-24
36.5,-121.875,0.01,100.27,83.15,15.34,3.23,2023-07-24
36.5,-121.25,0.0,96.08,38.3,23.65,3.78,2023-07-24
36.5,-120.625,0.0,96.54,19.2,29.55,3.52,2023-07-24
36.5,-120.0,0.0,99.65,17.36,32.24,3.36,2023-07-24
37.0,-124.375,0.01,101.91,97.93,14.54,8.14,2023-07-24
37.0,-123.75,0.01,101.83,97.76,14.34,8.44,2023-07-24
37.0,-123.125,0.02,101.76,97.75,13.89,7.91,2023-07-24
37.0,-122.5,0.02,101.15,93.99,13.84,5.84,2023-07-24
37.0,-121.875,0.0,99.16,73.92,16.71,2.84,2023-07-24
37.0,-121.25,0.0,97.66,40.76,24.04,4.9,2023-07-24
37.0,-120.625,0.0,99.41,26.6,29.03,4.74,2023-07-24
37.0,-120.0,0.0,99.04,18.23,31.71,2.75,2023-07-24
37.5,-124.375,0.01,101.88,98.07,14.31,8.35,2023-07-24
37.5,-123.75,0.01,101.78,97.96,13.7,8.87,2023-07-24
37.5,-123.125,0.02,101.66,97.07,13.43,8.31,2023-07-24
37.5,-122.5,0.01,100.85,89.37,14.86,5.56,2023-07-24
37.5,-121.875,0.0,98.84,70.53,17.84,5.23,2023-07-24
37.5,-121.25,0.0,98.49,36.18,25.46,5.21,2023-07-24
37.5,-120.625,0.0,99.4,22.77,30.19,3.62,2023-07-24
37.5,-120.0,0.0,92.67,16.03,29.73,2.24,2023-07-24
38.0,-124.375,0.0,101.84,97.82,14.4,8.86,2023-07-24
38.0,-123.75,0.0,101.74,97.67,13.55,9.87,2023-07-24
38.0,-123.125,0.0,101.31,90.39,13.98,8.53,2023-07-24
38.0,-122.5,0.0,100.47,73.44,17.41,5.45,2023-07-24
38.0,-121.875,0.0,100.2,68.51,18.96,6.98,2023-07-24
38.0,-121.25,0.0,100.25,41.92,24.77,5.02,2023-07-24
38.0,-120.625,0.0,96.06,22.67,28.19,2.58,2023-07-24
38.0,-120.0,0.0,85.17,23.35,24.3,2.61,2023-07-24
38.5,-124.375,0.0,101.82,97.86,14.0,8.82,2023-07-24
38.5,-123.75,0.0,101.27,94.74,13.47,9.73,2023-07-24
38.5,-123.125,0.0,99.47,67.29,17.45,6.57,2023-07-24
38.5,-122.5,0.0,98.24,42.0,23.38,4.47,2023-07-24
38.5,-121.875,0.0,100.43,48.53,23.53,5.28,2023-07-24
38.5,-121.25,0.0,99.87,38.41,25.45,5.14,2023-07-24
38.5,-120.625,0.0,91.63,20.82,26.08,3.39,2023-07-24
38.5,-120.0,0.0,80.98,26.63,20.85,3.16,2023-07-24
39.0,-124.375,0.0,101.78,97.41,13.92,8.64,2023-07-24
39.0,-123.75,0.0,99.99,84.21,14.62,5.82,2023-07-24
39.0,-123.125,0.0,95.82,46.77,21.39,3.74,2023-07-24
39.0,-122.5,0.0,96.48,25.27,27.73,3.0,2023-07-24
39.0,-121.875,0.0,100.47,28.75,28.24,3.85,2023-07-24
39.0,-121.25,0.0,97.87,28.6,26.85,5.15,2023-07-24
39.0,-120.625,0.0,87.83,19.95,24.16,3.11,2023-07-24
39.0,-120.0,0.0,81.29,27.03,21.71,4.03,2023-07-24
39.5,-124.375,0.0,101.67,96.13,13.71,7.94,2023-07-24
39.5,-123.75,0.0,98.82,72.42,16.02,3.78,2023-07-24
39.5,-123.125,0.0,91.96,40.45,21.7,2.59,2023-07-24
39.5,-122.5,0.0,96.47,20.92,29.16,2.79,2023-07-24
39.5,-121.875,0.0,99.86,21.5,30.18,5.48,2023-07-24
39.5,-121.25,0.0,93.27,25.16,25.48,3.93,2023-07-24
39.5,-120.625,0.0,84.54,21.43,21.78,3.01,2023-07-24
39.5,-120.0,0.0,82.59,25.77,22.72,3.92,2023-07-24
40.0,-124.375,0.0,101.05,90.86,13.92,6.19,2023-07-24
40.0,-123.75,0.0,96.31,63.33,17.48,2.97,2023-07-24
40.0,-123.125,0.0,89.88,40.66,21.39,2.19,2023-07-24
40.0,-122.5,0.0,96.45,19.44,30.47,2.74,2023-07-24
40.0,-121.875,0.0,95.92,17.29,29.62,5.43,2023-07-24
40.0,-121.25,0.0,86.72,27.03,21.95,2.75,2023-07-24
40.0,-120.625,0.0,84.06,21.68,21.82,3.21,2023-07-24
40.0,-120.0,0.0,84.65,22.89,24.26,3.68,2023-07-24
40.5,-124.375,0.01,100.26,88.72,14.78,5.1,2023-07-24
40.5,-123.75,0.0,94.11,63.08,17.52,2.57,2023-07-24
40.5,-123.125,0.0,90.09,41.01,21.51,2.42,2023-07-24
40.5,-122.5,0.0,95.84,19.7,30.42,1.76,2023-07-24
40.5,-121.875,0.0,91.82,16.34,27.54,3.65,2023-07-24
40.5,-121.25,0.0,83.22,27.41,20.5,3.0,2023-07-24
40.5,-120.625,0.0,84.04,24.14,22.73,3.35,2023-07-24
40.5,-120.0,0.0,85.65,16.43,25.99,3.88,2023-07-24
41.0,-124.375,0.0,101.04,93.6,14.31,4.06,2023-07-24
41.0,-123.75,0.0,94.46,62.44,17.2,2.06,2023-07-24
41.0,-123.125,0.0,88.03,40.43,20.09,2.1,2023-07-24
41.0,-122.5,0.0,89.58,23.9,26.17,1.52,2023-07-24
41.0,-121.875,0.0,89.7,19.95,25.53,2.69,2023-07-24
41.0,-121.25,0.0,86.16,26.26,23.85,3.84,2023-07-24
41.0,-120.625,0.0,83.19,25.32,22.66,3.78,2023-07-24
41.0,-120.0,0.0,82.86,20.11,23.95,4.23,2023-07-24
41.5,-124.375,0.0,100.89,91.31,14.71,3.78,2023-07-24
41.5,-123.75,0.0,93.81,57.22,17.55,2.06,2023-07-24
41.5,-123.125,0.0,88.26,41.9,19.54,1.96,2023-07-24
41.5,-122.5,0.0,86.89,35.26,22.25,1.95,2023-07-24
41.5,-121.875,0.0,85.19,33.79,22.46,2.37,2023-07-24
41.5,-121.25,0.0,85.65,30.16,23.92,3.43,2023-07-24
41.5,-120.625,0.0,84.41,27.77,23.47,4.03,2023-07-24
41.5,-120.0,0.0,82.89,23.9,23.61,4.2,2023-07-24
42.0,-124.375,0.0,99.99,84.92,15.55,3.0,2023-07-24
42.0,-123.75,0.0,93.47,57.39,18.11,1.91,2023-07-24
42.0,-123.125,0.0,89.31,47.54,19.51,1.87,2023-07-24
42.0,-122.5,0.0,88.07,42.5,20.82,2.24,2023-07-24
42.0,-121.875,0.0,86.12,44.6,21.33,2.76,2023-07-24
42.0,-121.25,0.0,85.88,36.38,23.75,3.34,2023-07-24
42.0,-120.625,0.0,83.98,33.98,22.8,3.52,2023-07-24
42.0,-120.0,0.0,83.27,29.53,23.16,4.23,2023-07-24
32.5,-124.375,0.0,102.0,96.71,17.04,8.38,2023-07-25
32.5,-123.75,0.01,101.94,96.12,16.85,9.01,2023-07-25
32.5,-123.125,0.02,101.87,95.86,16.82,9.28,2023-07-25
32.5,-122.5,0.04,101.79,95.65,16.8,9.5,2023-07-25
32.5,-121.875,0.09,101.72,95.36,16.56,9.77,2023-07-25
32.5,-121.25,0.06,101.63,95.31,16.45,9.18,2023-07-25
32.5,-120.625,0.1,101.56,95.16,16.46,8.05,2023-07-25
32.5,-120.0,0.16,101.51,95.46,16.71,6.32,2023-07-25
33.0,-124.375,0.0,102.01,96.96,16.91,8.51,2023-07-25
33.0,-123.75,0.01,101.95,96.41,16.63,9.14,2023-07-25
33.0,-123.125,0.01,101.88,96.21,16.65,9.49,2023-07-25
33.0,-122.5,0.0,101.79,95.89,16.66,9.8,2023-07-25
33.0,-121.875,0.03,101.71,95.87,16.31,10.1,2023-07-25
33.0,-121.25,0.01,101.62,95.19,16.37,9.67,2023-07-25
33.0,-120.625,0.01,101.54,94.99,16.35,8.29,2023-07-25
33.0,-120.0,0.01,101.49,95.38,16.86,6.27,2023-07-25
33.5,-124.375,0.01,102.03,97.13,16.77,8.64,2023-07-25
33.5,-123.75,0.02,101.96,96.61,16.43,9.26,2023-07-25
33.5,-123.125,0.01,101.88,96.41,16.5,9.76,2023-07-25
33.5,-122.5,0.0,101.79,96.09,16.5,10.02,2023-07-25
33.5,-121.875,0.0,101.71,96.48,16.12,10.17,2023-07-25
33.5,-121.25,0.0,101.6,95.29,16.21,9.96,2023-07-25
33.5,-120.625,0.0,101.5,94.62,16.39,8.77,2023-07-25
33.5,-120.0,0.0,101.43,93.05,17.71,6.43,2023-07-25
34.0,-124.375,0.01,102.04,97.49,16.53,8.69,2023-07-25
34.0,-123.75,0.03,101.97,97.06,16.22,9.24,2023-07-25
34.0,-123.125,0.02,101.89,96.78,16.26,9.76,2023-07-25
34.0,-122.5,0.0,101.79,96.64,16.2,10.2,2023-07-25
34.0,-121.875,0.0,101.7,96.32,16.07,10.52,2023-07-25
34.0,-121.25,0.0,101.6,95.42,15.9,10.1,2023-07-25
34.0,-120.625,0.0,101.39,90.54,16.74,8.37,2023-07-25
34.0,-120.0,0.0,100.89,74.65,20.04,4.74,2023-07-25
34.5,-124.375,0.02,102.05,97.81,16.23,8.37,2023-07-25
34.5,-123.75,0.05,101.97,97.59,16.02,8.97,2023-07-25
34.5,-123.125,0.04,101.9,97.33,15.98,9.46,2023-07-25
34.5,-122.5,0.01,101.8,97.17,15.81,10.01,2023-07-25
34.5,-121.875,0.01,101.71,96.68,15.78,10.69,2023-07-25
34.5,-121.25,0.0,101.59,95.78,15.58,9.75,2023-07-25
34.5,-120.625,0.0,100.68,65.75,19.6,6.48,2023-07-25
34.5,-120.0,0.0,97.86,35.08,25.61,3.67,2023-07-25
35.0,-124.375,0.02,102.05,97.8,16.25,8.18,2023-07-25
35.0,-123.75,0.03,101.98,97.66,15.94,8.66,2023-07-25
35.0,-123.125,0.03,101.9,97.48,15.86,9.11,2023-07-25
35.0,-122.5,0.01,101.81,97.43,15.38,9.67,2023-07-25
35.0,-121.875,0.0,101.71,96.81,15.29,10.71,2023-07-25
35.0,-121.25,0.0,101.48,91.19,15.75,8.48,2023-07-25
35.0,-120.625,0.0,99.3,48.38,22.03,3.89,2023-07-25
35.0,-120.0,0.0,94.5,17.64,29.27,2.9,2023-07-25
35.5,-124.375,0.01,102.05,97.76,16.21,8.08,2023-07-25
35.5,-123.75,0.0,101.98,97.48,15.96,8.46,2023-07-25
35.5,-123.125,0.0,101.9,97.35,15.74,8.67,2023-07-25
35.5,-122.5,0.0,101.82,97.6,14.94,9.22,2023-07-25
35.5,-121.875,0.0,101.66,94.52,14.87,9.88,2023-07-25
35.5,-121.25,0.0,100.55,60.65,19.09,5.95,2023-07-25
35.5,-120.625,0.0,97.71,25.15,27.17,2.91,2023-07-25
35.5,-120.0,0.0,97.0,16.6,30.25,2.35,2023-07-25
36.0,-124.375,0.0,102.04,97.82,15.83,7.82,2023-07-25
36.0,-123.75,0.0,101.98,97.67,15.59,8.22,2023-07-25
36.0,-123.125,0.0,101.91,97.58,15.28,8.07,2023-07-25
36.0,-122.5,0.0,101.85,97.81,14.23,7.71,2023-07-25
36.0,-121.875,0.0,100.64,88.73,14.7,6.61,2023-07-25
36.0,-121.25,0.0,97.2,35.24,24.56,4.35,2023-07-25
36.0,-120.625,0.0,96.69,16.85,30.09,2.85,2023-07-25
36.0,-120.0,0.0,98.86,15.53,31.48,3.08,2023-07-25
36.5,-124.375,0.0,102.03,98.0,15.21,7.51,2023-07-25
36.5,-123.75,0.0,101.96,97.82,14.97,7.95,2023-07-25
36.5,-123.125,0.0,101.9,97.84,14.43,7.62,2023-07-25
36.5,-122.5,0.0,101.84,97.63,13.48,6.28,2023-07-25
36.5,-121.875,0.0,100.37,83.56,15.35,3.49,2023-07-25
36.5,-121.25,0.0,96.19,38.35,24.12,3.6,2023-07-25
36.5,-120.625,0.0,96.66,19.77,29.24,4.18,2023-07-25
36.5,-120.0,0.0,99.78,18.09,31.36,4.1,2023-07-25
37.0,-124.375,0.0,102.02,98.18,14.7,7.35,2023-07-25
37.0,-123.75,0.0,101.94,98.0,14.36,7.8,2023-07-25
37.0,-123.125,0.0,101.87,97.92,13.77,7.48,2023-07-25
37.0,-122.5,0.0,101.25,94.05,13.77,5.45,2023-07-25
37.0,-121.875,0.0,99.28,71.42,17.64,2.73,2023-07-25
37.0,-121.25,0.0,97.78,39.97,24.61,4.19,2023-07-25
37.0,-120.625,0.0,99.53,26.77,29.12,4.51,2023-07-25
37.0,-120.0,0.0,99.15,20.17,31.04,3.11,2023-07-25
37.5,-124.375,0.01,101.99,98.27,14.56,7.42,2023-07-25
37.5,-123.75,0.0,101.91,98.18,13.93,8.09,2023-07-25
37.5,-123.125,0.0,101.78,97.17,13.51,7.46,2023-07-25
37.5,-122.5,0.0,100.98,87.95,15.13,4.75,2023-07-25
37.5,-121.875,0.0,98.97,65.39,19.64,4.03,2023-07-25
37.5,-121.25,0.0,98.63,38.1,25.64,4.38,2023-07-25
37.5,-120.625,0.0,99.54,24.85,29.38,3.58,2023-07-25
37.5,-120.0,0.0,92.79,14.17,29.3,2.11,2023-07-25
38.0,-124.375,0.01,101.97,98.16,14.65,7.95,2023-07-25
38.0,-123.75,0.0,101.88,98.1,13.72,8.88,2023-07-25
38.0,-123.125,0.0,101.46,88.75,14.52,7.26,2023-07-25
38.0,-122.5,0.0,100.65,69.18,18.38,4.0,2023-07-25
38.0,-121.875,0.0,100.37,63.3,20.65,4.96,2023-07-25
38.0,-121.25,0.0,100.42,43.37,24.81,4.03,2023-07-25
38.0,-120.625,0.0,96.2,21.48,27.74,2.17,2023-07-25
38.0,-120.0,0.0,85.3,16.33,24.47,2.39,2023-07-25
38.5,-124.375,0.0,101.96,98.17,14.35,8.18,2023-07-25
38.5,-123.75,0.0,101.42,93.74,14.02,8.48,2023-07-25
38.5,-123.125,0.0,99.65,61.46,19.12,5.31,2023-07-25
38.5,-122.5,0.0,98.47,38.99,24.33,2.98,2023-07-25
38.5,-121.875,0.0,100.67,44.27,24.36,3.28,2023-07-25
38.5,-121.25,0.0,100.07,38.99,25.21,3.19,2023-07-25
38.5,-120.625,0.0,91.78,17.49,25.88,2.72,2023-07-25
38.5,-120.0,0.0,81.12,20.11,20.48,2.92,2023-07-25
39.0,-124.375,0.0,101.93,97.31,14.31,8.11,2023-07-25
39.0,-123.75,0.0,100.15,80.19,15.88,5.18,2023-07-25
39.0,-123.125,0.0,96.03,45.26,22.58,2.73,2023-07-25
39.0,-122.5,0.0,96.78,26.68,27.15,2.97,2023-07-25
39.0,-121.875,0.0,100.75,28.01,27.95,2.11,2023-07-25
39.0,-121.25,0.0,98.11,28.26,26.1,3.24,2023-07-25
39.0,-120.625,0.0,88.0,16.08,23.84,2.77,2023-07-25
39.0,-120.0,0.0,81.46,21.63,20.86,3.49,2023-07-25
39.5,-124.375,0.0,101.82,95.47,14.13,7.47,2023-07-25
39.5,-123.75,0.0,98.99,69.6,17.18,3.6,2023-07-25
39.5,-123.125,0.0,92.18,39.26,22.5,2.07,2023-07-25
39.5,-122.5,0.0,96.8,21.91,28.38,2.7,2023-07-25
39.5,-121.875,0.0,100.14,18.18,30.07,3.18,2023-07-25
39.5,-121.25,0.0,93.49,21.56,25.69,2.7,2023-07-25
39.5,-120.625,0.0,84.73,16.84,22.32,2.5,2023-07-25
39.5,-120.0,0.0,82.79,21.24,21.49,3.32,2023-07-25
40.0,-124.375,0.0,101.23,88.97,14.57,6.12,2023-07-25
40.0,-123.75,0.0,96.5,60.46,19.01,3.05,2023-07-25
40.0,-123.125,0.0,90.12,41.92,21.68,1.73,2023-07-25
40.0,-122.5,0.0,96.79,22.24,29.01,2.65,2023-07-25
40.0,-121.875,0.0,96.19,14.58,29.13,3.38,2023-07-25
40.0,-121.25,0.0,86.94,22.72,22.41,2.15,2023-07-25
40.0,-120.625,0.0,84.28,18.99,21.63,2.26,2023-07-25
40.0,-120.0,0.0,84.89,18.7,22.84,2.88,2023-07-25
40.5,-124.375,0.0,100.46,87.2,15.43,5.31,2023-07-25
40.5,-123.75,0.0,94.32,61.22,19.11,2.6,2023-07-25
40.5,-123.125,0.0,90.37,42.53,21.71,1.98,2023-07-25
40.5,-122.5,0.0,96.2,24.36,28.39,2.06,2023-07-25
40.5,-121.875,0.0,92.1,15.8,26.51,2.88,2023-07-25
40.5,-121.25,0.0,83.46,25.32,20.25,2.24,2023-07-25
40.5,-120.625,0.0,84.28,23.96,21.69,2.69,2023-07-25
40.5,-120.0,0.0,85.92,16.95,23.85,3.32,2023-07-25
41.0,-124.375,0.0,101.26,91.22,15.05,4.55,2023-07-25
41.0,-123.75,0.0,94.7,62.19,18.65,2.25,2023-07-25
41.0,-123.125,0.0,88.31,47.28,19.81,1.91,2023-07-25
41.0,-122.5,0.0,89.88,32.91,23.88,1.76,2023-07-25
41.0,-121.875,0.0,89.99,26.45,24.65,2.2,2023-07-25
41.0,-121.25,0.0,86.47,30.42,22.12,2.9,2023-07-25
41.0,-120.625,0.0,83.44,28.17,20.9,3.18,2023-07-25
41.0,-120.0,0.0,83.11,23.73,21.5,3.8,2023-07-25
41.5,-124.375,0.0,101.13,88.43,15.67,4.16,2023-07-25
41.5,-123.75,0.0,94.06,62.21,18.72,2.05,2023-07-25
41.5,-123.125,0.0,88.55,53.53,19.11,1.76,2023-07-25
41.5,-122.5,0.0,87.21,45.06,20.7,1.91,2023-07-25
41.5,-121.875,0.0,85.48,45.15,20.23,1.79,2023-07-25
41.5,-121.25,0.0,85.95,37.51,21.36,2.65,2023-07-25
41.5,-120.625,0.0,84.7,31.61,21.3,3.4,2023-07-25
41.5,-120.0,0.0,83.16,28.24,21.15,3.76,2023-07-25
42.0,-124.375,0.01,100.25,83.68,16.5,3.05,2023-07-25
42.0,-123.75,0.0,93.74,63.4,19.35,1.71,2023-07-25
42.0,-123.125,0.0,89.6,57.34,19.21,1.69,2023-07-25
42.0,-122.5,0.0,88.38,50.39,20.19,1.99,2023-07-25
42.0,-121.875,0.0,86.44,50.1,19.68,2.5,2023-07-25
42.0,-121.25,0.0,86.21,39.58,21.0,2.99,2023-07-25
42.0,-120.625,0.0,84.28,36.91,20.21,3.1,2023-07-25
42.0,-120.0,0.0,83.56,32.97,20.82,3.65,2023-07-25
32.5,-124.375,0.02,101.97,94.89,17.29,7.78,2023-07-26
32.5,-123.75,0.01,101.9,94.23,17.15,8.49,2023-07-26
32.5,-123.125,0.0,101.82,93.57,17.12,8.97,2023-07-26
32.5,-122.5,0.0,101.74,93.38,17.08,9.14,2023-07-26
32.5,-121.875,0.0,101.67,94.67,16.75,9.04,2023-07-26
32.5,-121.25,0.01,101.58,94.95,16.71,8.86,2023-07-26
32.5,-120.625,0.02,101.5,94.84,16.79,8.71,2023-07-26
32.5,-120.0,0.01,101.44,94.97,17.14,8.02,2023-07-26
33.0,-124.375,0.01,101.97,93.93,17.13,8.15,2023-07-26
33.0,-123.75,0.0,101.9,93.94,16.88,8.76,2023-07-26
33.0,-123.125,0.0,101.82,93.34,16.89,9.27,2023-07-26
33.0,-122.5,0.0,101.73,93.4,16.88,9.45,2023-07-26
33.0,-121.875,0.0,101.66,94.67,16.46,9.33,2023-07-26
33.0,-121.25,0.0,101.57,94.67,16.57,9.33,2023-07-26
33.0,-120.625,0.0,101.48,94.74,16.61,9.14,2023-07-26
33.0,-120.0,0.0,101.4,94.71,17.19,8.12,2023-07-26
33.5,-124.375,0.01,101.97,93.38,16.95,8.49,2023-07-26
33.5,-123.75,0.0,101.9,93.78,16.62,8.97,2023-07-26
33.5,-123.125,0.0,101.82,93.37,16.62,9.48,2023-07-26
33.5,-122.5,0.0,101.73,93.19,16.62,9.73,2023-07-26
33.5,-121.875,0.0,101.64,94.22,16.34,9.7,2023-07-26
33.5,-121.25,0.0,101.55,94.39,16.39,9.78,2023-07-26
33.5,-120.625,0.0,101.44,94.37,16.56,9.62,2023-07-26
33.5,-120.0,0.0,101.34,91.12,18.18,8.28,2023-07-26
34.0,-124.375,0.01,101.97,93.63,16.64,8.62,2023-07-26
34.0,-123.75,0.01,101.89,93.68,16.38,9.12,2023-07-26
34.0,-123.125,0.0,101.81,93.65,16.3,9.53,2023-07-26
34.0,-122.5,0.0,101.72,93.93,16.25,9.87,2023-07-26
34.0,-121.875,0.0,101.63,94.17,16.21,10.13,2023-07-26
34.0,-121.25,0.0,101.53,94.82,15.98,10.0,2023-07-26
34.0,-120.625,0.0,101.32,92.43,16.57,9.41,2023-07-26
34.0,-120.0,0.0,100.8,75.67,20.0,6.14,2023-07-26
34.5,-124.375,0.01,101.96,93.65,16.31,8.55,2023-07-26
34.5,-123.75,0.01,101.88,93.36,16.16,9.16,2023-07-26
34.5,-123.125,0.0,101.8,93.95,15.95,9.36,2023-07-26
34.5,-122.5,0.0,101.71,94.88,15.78,9.62,2023-07-26
34.5,-121.875,0.0,101.62,95.21,15.75,10.14,2023-07-26
34.5,-121.25,0.0,101.51,95.59,15.51,9.65,2023-07-26
34.5,-120.625,0.0,100.6,71.17,19.02,7.49,2023-07-26
34.5,-120.0,0.0,97.75,38.69,25.63,4.19,2023-07-26
35.0,-124.375,0.01,101.95,92.48,16.3,8.83,2023-07-26
35.0,-123.75,0.0,101.87,92.94,16.03,9.22,2023-07-26
35.0,-123.125,0.0,101.78,93.68,15.85,9.23,2023-07-26
35.0,-122.5,0.0,101.7,95.32,15.38,9.25,2023-07-26
35.0,-121.875,0.0,101.6,95.97,15.23,10.07,2023-07-26
35.0,-121.25,0.0,101.39,93.23,15.43,8.37,2023-07-26
35.0,-120.625,0.0,99.21,54.77,21.43,4.28,2023-07-26
35.0,-120.0,0.0,94.39,24.06,28.98,3.11,2023-07-26
35.5,-124.375,0.0,101.93,91.98,16.25,9.28,2023-07-26
35.5,-123.75,0.0,101.85,92.57,16.02,9.37,2023-07-26
35.5,-123.125,0.0,101.77,93.41,15.79,9.02,2023-07-26
35.5,-122.5,0.0,101.7,95.78,14.99,8.76,2023-07-26
35.5,-121.875,0.0,101.54,94.5,14.78,9.14,2023-07-26
35.5,-121.25,0.0,100.45,69.29,18.05,6.06,2023-07-26
35.5,-120.625,0.0,97.61,34.36,25.86,3.27,2023-07-26
35.5,-120.0,0.0,96.85,21.68,30.83,2.53,2023-07-26
36.0,-124.375,0.0,101.92,93.07,15.9,9.42,2023-07-26
36.0,-123.75,0.0,101.83,93.44,15.73,9.39,2023-07-26
36.0,-123.125,0.0,101.76,93.96,15.49,8.63,2023-07-26
36.0,-122.5,0.0,101.7,96.4,14.43,7.24,2023-07-26
36.0,-121.875,0.0,100.51,89.37,14.51,5.8,2023-07-26
36.0,-121.25,0.0,97.08,42.4,23.65,4.38,2023-07-26
36.0,-120.625,0.0,96.54,22.69,30.57,3.06,2023-07-26
36.0,-120.0,0.0,98.68,18.65,32.86,2.57,2023-07-26
36.5,-124.375,0.0,101.89,94.33,15.27,9.36,2023-07-26
36.5,-123.75,0.0,101.8,94.53,15.2,9.26,2023-07-26
36.5,-123.125,0.0,101.72,95.3,14.75,8.09,2023-07-26
36.5,-122.5,0.0,101.67,96.36,13.75,5.8,2023-07-26
36.5,-121.875,0.0,100.21,83.62,15.24,2.95,2023-07-26
36.5,-121.25,0.0,96.03,42.2,23.85,3.85,2023-07-26
36.5,-120.625,0.0,96.47,23.16,30.79,3.45,2023-07-26
36.5,-120.0,0.0,99.58,20.21,32.69,2.99,2023-07-26
37.0,-124.375,0.0,101.85,94.72,14.73,9.39,2023-07-26
